Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose
04/02/2022;10,65;1,00040168;1.128.595.782.054;796;10,65;10,64;10,65;0,025;281,828
03/02/2022;10,65;1,00040168;1.151.113.819.726,29;771;10,65;10,64;10,65;0,074;18.067,98
02/02/2022;9,15;1,00034749;1.129.999.222.015,17;753;9,15;9,14;9,15;0,022;261,939
01/02/2022;9,15;1,00034749;1.138.102.679.720,10;775;9,15;9,14;9,15;0,022;258,05
31/01/2022;9,15;1,00034749;1.159.284.323.242,77;812;9,15;9,14;9,15;0,023;214,834
28/01/2022;9,15;1,00034749;1.185.552.079.266,43;783;9,15;9,14;9,15;0,021;262,061
27/01/2022;9,15;1,00034749;1.188.742.330.276,95;807;9,15;9,14;9,15;0,022;249,034
26/01/2022;9,15;1,00034749;1.183.388.372.215,27;806;9,15;9,14;9,15;0,022;268,216
25/01/2022;9,15;1,00034749;1.216.927.609.795,20;784;9,15;9,14;9,15;0,02;317,532
24/01/2022;9,15;1,00034749;1.219.275.218.056,92;787;9,15;9,14;9,15;0,02;294,738
21/01/2022;9,15;1,00034749;1.203.766.044.972,79;812;9,15;9,14;9,15;0,02;237,425
20/01/2022;9,15;1,00034749;1.257.533.081.400,56;793;9,15;9,14;9,15;0,02;320,794
19/01/2022;9,15;1,00034749;1.281.752.861.958,80;803;9,15;9,14;9,15;0,019;347,961
18/01/2022;9,15;1,00034749;1.299.846.481.187,45;786;9,15;9,14;9,15;0,021;282,912
17/01/2022;9,15;1,00034749;1.285.559.058.945,33;808;9,15;9,14;9,15;0,021;283,372
14/01/2022;9,15;1,00034749;1.281.742.919.890,39;797;9,15;9,14;9,15;0,021;277,378
13/01/2022;9,15;1,00034749;1.303.243.396.942,93;781;9,15;9,14;9,15;0,019;352,12
12/01/2022;9,15;1,00034749;1.309.784.702.676,82;824;9,15;9,14;9,15;0,019;344,196
11/01/2022;9,15;1,00034749;1.355.560.468.027,60;768;9,15;9,14;9,15;0,019;368,909
10/01/2022;9,15;1,00034749;1.334.426.120.961,79;829;9,15;9,14;9,15;0,019;360,822
07/01/2022;9,15;1,00034749;1.348.755.390.778,67;790;9,15;9,14;9,15;0,019;356,631
06/01/2022;9,15;1,00034749;1.338.301.006.043,46;762;9,15;9,14;9,15;0,019;350,928
05/01/2022;9,15;1,00034749;1.330.183.162.317,84;839;9,15;9,14;9,15;0,02;306,959
04/01/2022;9,15;1,00034749;1.336.490.192.121,41;780;9,15;9,14;9,15;0,023;213,498
03/01/2022;9,15;1,00034749;1.312.856.210.297,16;827;9,15;9,14;9,15;0,022;247,144
31/12/2021;9,15;1,00034749;980.678.531.706,40;142;9,15;9,15;9,15;0,018;367,469
30/12/2021;9,15;1,00034749;1.004.921.876.080,05;201;9,15;9,15;9,15;0,022;163,99
29/12/2021;9,15;1,00034749;1.111.620.648.725,49;791;9,15;9,14;9,15;0,024;223,13
28/12/2021;9,15;1,00034749;1.115.080.204.356,67;779;9,15;9,14;9,15;0,022;260,401
27/12/2021;9,15;1,00034749;1.127.542.307.322,32;814;9,15;9,14;9,15;0,023;181,89
24/12/2021;9,15;1,00034749;1.067.174.930.038,87;343;9,15;9,15;9,15;0,024;189,27
23/12/2021;9,15;1,00034749;1.073.399.941.922,86;309;9,15;9,15;9,15;0,02;370,512
22/12/2021;9,15;1,00034749;1.183.573.365.238,32;798;9,15;9,14;9,15;0,023;272,782
21/12/2021;9,15;1,00034749;1.209.192.259.697,53;848;9,15;9,14;9,15;0,026;212,746
20/12/2021;9,15;1,00034749;1.222.118.218.500,38;811;9,15;9,14;9,15;0,021;314,467
17/12/2021;9,15;1,00034749;1.245.628.914.443,92;842;9,15;9,14;9,15;0,023;246,475
16/12/2021;9,15;1,00034749;1.290.416.288.939,50;825;9,15;9,14;9,15;0,021;306,126
15/12/2021;9,15;1,00034749;1.283.112.680.611,02;962;9,15;9,14;9,15;0,031;121,498
14/12/2021;9,15;1,00034749;1.291.830.390.236,01;810;9,15;9,14;9,15;0,021;280,51
13/12/2021;9,15;1,00034749;1.301.564.366.236,86;753;9,15;9,14;9,15;0,024;217,411
10/12/2021;9,15;1,00034749;1.318.290.291.911,23;772;9,15;9,14;9,15;0,022;270,195
09/12/2021;9,15;1,00034749;1.296.853.047.498,67;760;9,15;9,14;9,15;0,019;666,735
08/12/2021;7,65;1,00029256;1.249.690.253.957,72;788;7,65;7,64;7,65;0,015;589,149
07/12/2021;7,65;1,00029256;1.284.096.898.228,50;823;7,65;7,64;7,65;0,014;715,289
06/12/2021;7,65;1,00029256;1.271.760.918.154,44;788;7,65;7,64;7,65;0,014;715,251
03/12/2021;7,65;1,00029256;1.290.984.887.456,49;829;7,65;7,64;7,65;0,013;795,978
02/12/2021;7,65;1,00029256;1.294.881.851.361,29;824;7,65;7,64;7,65;0,014;708,981
01/12/2021;7,65;1,00029256;1.289.566.471.612,02;819;7,65;7,64;7,65;0,014;667,155
30/11/2021;7,65;1,00029256;1.238.002.368.994,44;789;7,65;7,64;7,65;0,014;657,111
29/11/2021;7,65;1,00029256;1.253.346.216.575,19;761;7,65;7,64;7,65;0,014;678,664
26/11/2021;7,65;1,00029256;1.243.193.233.877,42;820;7,65;7,64;7,65;0,015;630,03
25/11/2021;7,65;1,00029256;1.269.744.083.349,13;791;7,65;7,64;7,65;0,014;830,976
24/11/2021;7,65;1,00029256;1.290.513.852.331,84;823;7,65;7,64;7,65;0,014;750,953
23/11/2021;7,65;1,00029256;1.301.891.012.659,91;776;7,65;7,64;7,65;0,014;682,45
22/11/2021;7,65;1,00029256;1.304.601.833.024,79;805;7,65;7,64;7,65;0,014;670,436
19/11/2021;7,65;1,00029256;1.347.704.555.718,17;756;7,65;7,64;7,65;0,014;774,137
18/11/2021;7,65;1,00029256;1.374.150.947.275,48;809;7,65;7,64;7,65;0,013;1.203,56
17/11/2021;7,65;1,00029256;1.369.052.434.917,14;805;7,65;7,64;7,65;0,014;938,967
16/11/2021;7,65;1,00029256;1.376.402.500.615,03;826;7,65;7,64;7,65;0,014;957,208
12/11/2021;7,65;1,00029256;1.363.796.947.100,02;787;7,65;7,64;7,65;0,014;1.020,61
11/11/2021;7,65;1,00029256;1.398.935.077.564,77;812;7,65;7,64;7,65;0,014;1.003,27
10/11/2021;7,65;1,00029256;1.386.789.099.535,66;783;7,65;7,64;7,65;0,013;1.046,73
09/11/2021;7,65;1,00029256;1.390.104.425.853,29;803;7,65;7,64;7,65;0,013;1.105,25
08/11/2021;7,65;1,00029256;1.366.638.018.098,19;815;7,65;7,64;7,65;0,014;888,951
05/11/2021;7,65;1,00029256;1.350.898.641.286,19;806;7,65;7,64;7,65;0,014;871,555
04/11/2021;7,65;1,00029256;1.378.188.335.605,15;793;7,65;7,64;7,65;0,014;895,101
03/11/2021;7,65;1,00029256;1.381.288.043.256,31;816;7,65;7,64;7,65;0,015;697,909
01/11/2021;7,65;1,00029256;1.375.109.348.518,10;823;7,65;7,64;7,65;0,015;711,353
29/10/2021;7,65;1,00029256;1.395.181.372.125,31;809;7,65;7,64;7,65;0,015;764,014
28/10/2021;7,65;1,00029256;1.415.137.509.264,89;784;7,65;7,64;7,65;0,031;1.843,80
27/10/2021;6,15;1,00023687;1.394.563.319.397,64;812;6,15;6,14;6,15;0,014;1.037,21
26/10/2021;6,15;1,00023687;1.407.894.117.266,26;788;6,15;6,14;6,15;0,014;887,529
25/10/2021;6,15;1,00023687;1.450.817.599.873,61;809;6,15;6,14;6,15;0,014;958,894
22/10/2021;6,15;1,00023687;1.447.056.594.010,04;802;6,15;6,14;6,15;0,014;842,144
21/10/2021;6,15;1,00023687;1.460.592.645.826,24;813;6,15;6,14;6,15;0,014;919,983
20/10/2021;6,15;1,00023687;1.522.801.465.837,74;803;6,15;6,14;6,15;0,014;1.101,73
19/10/2021;6,15;1,00023687;1.523.504.247.324,92;777;6,15;6,14;6,15;0,015;790,998
18/10/2021;6,15;1,00023687;1.498.603.797.410,20;740;6,15;6,14;6,15;0,014;963,442
15/10/2021;6,15;1,00023687;1.515.583.736.743,97;852;6,15;6,14;6,15;0,014;794,589
14/10/2021;6,15;1,00023687;1.564.006.422.708,61;820;6,15;6,14;6,15;0,013;822,545
13/10/2021;6,15;1,00023687;1.555.089.429.104,07;831;6,15;6,14;6,15;0,015;2.029,69
11/10/2021;6,15;1,00023687;1.552.238.889.726,66;819;6,15;6,14;6,15;0,013;855,233
08/10/2021;6,15;1,00023687;1.563.989.760.192,21;831;6,15;6,14;6,15;0,014;684,976
07/10/2021;6,15;1,00023687;1.588.124.034.406,66;836;6,15;6,14;6,15;0,012;939,169
06/10/2021;6,15;1,00023687;1.571.910.725.891,82;848;6,15;6,14;6,15;0,013;882,251
05/10/2021;6,15;1,00023687;1.592.561.206.090,23;819;6,15;6,14;6,15;0,013;765,229
04/10/2021;6,15;1,00023687;1.565.044.685.872,96;813;6,15;6,14;6,15;0,014;689,982
01/10/2021;6,15;1,00023687;1.575.491.537.405,70;807;6,15;6,14;6,15;0,013;736,162
30/09/2021;6,15;1,00023687;1.261.214.113.830,54;787;6,15;6,14;6,15;0,017;400,653
29/09/2021;6,15;1,00023687;1.260.747.013.208,75;764;6,15;6,14;6,15;0,015;528,785
28/09/2021;6,15;1,00023687;1.258.478.007.362,22;813;6,15;6,14;6,15;0,014;687,967
27/09/2021;6,15;1,00023687;1.251.494.117.541,57;797;6,15;6,14;6,15;0,015;529,966
24/09/2021;6,15;1,00023687;1.280.998.071.609,71;823;6,15;6,14;6,15;0,014;1.081,25
23/09/2021;6,15;1,00023687;1.310.361.002.980,37;842;6,15;6,14;6,15;0,014;755,792
22/09/2021;5,15;1,0001993;1.245.752.979.259,84;820;5,15;5,14;5,15;0,014;762,111
21/09/2021;5,15;1,0001993;1.331.132.845.707,69;825;5,15;5,14;5,15;0,015;563,5
20/09/2021;5,15;1,0001993;1.356.408.012.095,13;761;5,15;5,14;5,15;0,014;770,525
17/09/2021;5,15;1,0001993;1.338.387.816.924,98;780;5,15;5,14;5,15;0,014;833,152
16/09/2021;5,15;1,0001993;1.370.916.698.800,85;794;5,15;5,14;5,15;0,014;627,002
15/09/2021;5,15;1,0001993;1.369.850.719.500,17;829;5,15;5,14;5,15;0,014;814,254
14/09/2021;5,15;1,0001993;1.376.530.900.994,42;808;5,15;5,14;5,15;0,014;744,259
13/09/2021;5,15;1,0001993;1.375.745.638.677,51;809;5,15;5,14;5,15;0,015;668,689
10/09/2021;5,15;1,0001993;1.383.791.388.116,08;826;5,15;5,14;5,15;0,015;623,388
09/09/2021;5,15;1,0001993;1.394.802.728.380,20;823;5,15;5,14;5,15;0,015;387,362
08/09/2021;5,15;1,0001993;1.378.925.041.282,48;794;5,15;5,14;5,15;0,014;423,159
06/09/2021;5,15;1,0001993;1.377.638.327.912,05;810;5,15;5,14;5,15;0,014;362,872
03/09/2021;5,15;1,0001993;1.376.088.407.031,37;790;5,15;5,14;5,15;0,014;476,284
02/09/2021;5,15;1,0001993;1.417.376.938.607,50;826;5,15;5,14;5,15;0,014;437,467
01/09/2021;5,15;1,0001993;1.380.376.657.821,38;804;5,15;5,14;5,15;0,016;319,834
31/08/2021;5,15;1,0001993;1.143.168.109.560,02;984;5,15;5,14;5,15;0,018;228,732
30/08/2021;5,15;1,0001993;1.138.886.735.677,50;942;5,15;5,14;5,15;0,017;269,317
27/08/2021;5,15;1,0001993;1.142.650.406.166,27;858;5,15;5,14;5,15;0,016;347,676
26/08/2021;5,15;1,0001993;1.159.480.604.462,25;830;5,15;5,14;5,15;0,015;411,171
25/08/2021;5,15;1,0001993;1.155.563.227.311,53;804;5,15;5,14;5,15;0,016;330,085
24/08/2021;5,15;1,0001993;1.173.630.449.092,06;825;5,15;5,14;5,15;0,016;359,495
23/08/2021;5,15;1,0001993;1.186.317.084.487,63;839;5,15;5,14;5,15;0,015;365,993
20/08/2021;5,15;1,0001993;1.210.431.117.236,55;831;5,15;5,14;5,15;0,015;384,815
19/08/2021;5,15;1,0001993;1.236.244.106.964,97;825;5,15;5,14;5,15;0,014;453,589
18/08/2021;5,15;1,0001993;1.225.253.349.565,36;829;5,15;5,14;5,15;0,015;390,51
17/08/2021;5,15;1,0001993;1.212.773.683.658,03;786;5,15;5,14;5,15;0,015;372,428
16/08/2021;5,15;1,0001993;1.202.352.336.214,65;794;5,15;5,14;5,15;0,015;359,161
13/08/2021;5,15;1,0001993;1.196.458.683.925,41;796;5,15;5,14;5,15;0,016;306,232
12/08/2021;5,15;1,0001993;1.217.385.203.720,02;818;5,15;5,14;5,15;0,016;329,527
11/08/2021;5,15;1,0001993;1.206.789.074.209,63;846;5,15;5,14;5,15;0,016;270,787
10/08/2021;5,15;1,0001993;1.221.103.106.860,04;808;5,15;5,14;5,15;0,016;286,529
09/08/2021;5,15;1,0001993;1.221.483.336.791,80;791;5,15;5,14;5,15;0,015;357,428
06/08/2021;5,15;1,0001993;1.201.133.440.131,74;817;5,15;5,14;5,15;0,029;910,266
05/08/2021;5,15;1,0001993;1.215.795.523.867,89;770;5,15;5,14;5,15;0,019;1.400,39
04/08/2021;4,15;1,00016137;1.180.236.278.874,46;798;4,15;4,14;4,15;0,014;420,497
03/08/2021;4,15;1,00016137;1.209.867.433.857,18;827;4,15;4,14;4,15;0,015;357,442
02/08/2021;4,15;1,00016137;1.199.310.319.883,86;963;4,15;4,14;4,15;0,017;245,474
30/07/2021;4,15;1,00016137;1.169.362.166.916,47;1122;4,15;4,14;4,15;0,02;144,418
29/07/2021;4,15;1,00016137;1.204.974.090.906,58;770;4,15;4,14;4,15;0,015;325,962
28/07/2021;4,15;1,00016137;1.213.412.404.862,83;807;4,15;4,14;4,15;0,016;306,176
27/07/2021;4,15;1,00016137;1.217.794.613.295,93;751;4,15;4,14;4,15;0,016;342,938
26/07/2021;4,15;1,00016137;1.220.749.225.081,30;806;4,15;4,14;4,15;0,015;381,723
23/07/2021;4,15;1,00016137;1.244.129.362.973,20;831;4,15;4,14;4,15;0,015;411,519
22/07/2021;4,15;1,00016137;1.274.055.421.303,24;810;4,15;4,14;4,15;0,015;390,567
21/07/2021;4,15;1,00016137;1.285.277.246.911,27;831;4,15;4,14;4,15;0,015;468,443
20/07/2021;4,15;1,00016137;1.348.390.624.878,75;805;4,15;4,14;4,15;0,015;480,046
19/07/2021;4,15;1,00016137;1.324.334.092.928,54;761;4,15;4,14;4,15;0,015;409,905
16/07/2021;4,15;1,00016137;1.327.718.073.584,18;779;4,15;4,14;4,15;0,014;477,922
15/07/2021;4,15;1,00016137;1.355.069.533.224,87;785;4,15;4,14;4,15;0,015;455,272
14/07/2021;4,15;1,00016137;1.354.229.362.424,73;791;4,15;4,14;4,15;0,015;424,402
13/07/2021;4,15;1,00016137;1.375.978.404.184,90;836;4,15;4,14;4,15;0,014;453,136
12/07/2021;4,15;1,00016137;1.353.098.951.254,12;817;4,15;4,14;4,15;0,017;253,8
09/07/2021;4,15;1,00016137;1.313.248.199.939,70;688;4,15;4,14;4,15;0,012;422,865
08/07/2021;4,15;1,00016137;1.351.038.271.850,50;594;4,15;4,14;4,15;0,012;419,607
07/07/2021;4,15;1,00016137;1.378.638.596.364,81;760;4,15;4,14;4,15;0,018;963,151
06/07/2021;4,15;1,00016137;1.368.165.138.617,80;842;4,15;4,14;4,15;0,015;411,806
05/07/2021;4,15;1,00016137;1.373.375.748.259,55;860;4,15;4,14;4,15;0,014;464,92
02/07/2021;4,15;1,00016137;1.379.903.649.256,83;860;4,15;4,14;4,15;0,015;362,672
01/07/2021;4,15;1,00016137;1.339.792.041.299,27;864;4,15;4,14;4,15;0,016;298,443
30/06/2021;4,15;1,00016137;1.148.193.059.422,29;896;4,15;4,14;4,15;0,018;249,429
29/06/2021;4,15;1,00016137;1.143.759.763.331,04;827;4,15;4,14;4,15;0,018;267,113
28/06/2021;4,15;1,00016137;1.158.702.639.366,24;789;4,15;4,14;4,15;0,016;358,088
25/06/2021;4,15;1,00016137;1.169.943.386.310,85;795;4,15;4,14;4,15;0,016;384,265
24/06/2021;4,15;1,00016137;1.188.326.828.752,95;778;4,15;4,14;4,15;0,016;409,687
23/06/2021;4,15;1,00016137;1.202.094.178.713,83;806;4,15;4,14;4,15;0,015;517,418
22/06/2021;4,15;1,00016137;1.208.957.209.694,54;845;4,15;4,14;4,15;0,016;416,165
21/06/2021;4,15;1,00016137;1.210.715.001.970,87;837;4,15;4,14;4,15;0,015;602,728
18/06/2021;4,15;1,00016137;1.239.697.741.824,17;843;4,15;4,14;4,15;0,015;515,056
17/06/2021;4,15;1,00016137;1.264.782.894.006,17;782;4,15;4,14;4,15;0,015;509,696
16/06/2021;3,4;1,00013269;1.236.563.462.980,57;814;3,4;3,39;3,4;0,016;1.113,47
15/06/2021;3,4;1,00013269;1.252.504.262.068,27;800;3,4;3,39;3,4;0,015;537,642
14/06/2021;3,4;1,00013269;1.245.971.109.633,14;777;3,4;3,39;3,4;0,015;494,764
11/06/2021;3,4;1,00013269;1.244.581.859.005,49;790;3,4;3,39;3,4;0,015;555,832
10/06/2021;3,4;1,00013269;1.282.129.508.356,63;783;3,4;3,39;3,4;0,015;425,348
09/06/2021;3,4;1,00013269;1.259.116.855.303,28;775;3,4;3,39;3,4;0,015;440,321
08/06/2021;3,4;1,00013269;1.264.882.881.028,29;804;3,4;3,39;3,4;0,015;419,4
07/06/2021;3,4;1,00013269;1.257.620.329.738,81;745;3,4;3,39;3,4;0,015;420,074
04/06/2021;3,4;1,00013269;1.249.163.538.962,75;744;3,4;3,39;3,4;0,014;462,427
02/06/2021;3,4;1,00013269;1.280.440.076.801,83;795;3,4;3,39;3,4;0,015;410,265
01/06/2021;3,4;1,00013269;1.261.018.471.826,54;769;3,4;3,39;3,4;0,016;319,019
31/05/2021;3,4;1,00013269;1.238.397.020.502,94;799;3,4;3,39;3,4;0,016;343,949
28/05/2021;3,4;1,00013269;1.252.896.600.396,81;796;3,4;3,39;3,4;0,014;470,678
27/05/2021;3,4;1,00013269;1.279.016.211.014,13;762;3,4;3,39;3,4;0,015;442,274
26/05/2021;3,4;1,00013269;1.281.632.108.311,13;780;3,4;3,39;3,4;0,015;478,165
25/05/2021;3,4;1,00013269;1.316.681.595.724,98;790;3,4;3,39;3,4;0,014;563,725
24/05/2021;3,4;1,00013269;1.315.932.629.471,33;768;3,4;3,39;3,4;0,014;544,16
21/05/2021;3,4;1,00013269;1.299.554.264.188,41;795;3,4;3,39;3,4;0,014;515,127
20/05/2021;3,4;1,00013269;1.367.884.333.557,70;817;3,4;3,39;3,4;0,013;744,24
19/05/2021;3,4;1,00013269;1.382.370.871.984,88;800;3,4;3,39;3,4;0,013;746,771
18/05/2021;3,4;1,00013269;1.397.894.518.042,81;781;3,4;3,39;3,4;0,013;661,005
17/05/2021;3,4;1,00013269;1.393.278.670.589,15;829;3,4;3,39;3,4;0,015;499,94
14/05/2021;3,4;1,00013269;1.306.295.727.386,99;841;3,4;3,39;3,4;0,015;531,004
13/05/2021;3,4;1,00013269;1.329.616.372.022,87;810;3,4;3,39;3,4;0,013;717,088
12/05/2021;3,4;1,00013269;1.327.318.307.718,80;825;3,4;3,39;3,4;0,015;1.114,19
11/05/2021;3,4;1,00013269;1.336.358.570.129,12;841;3,4;3,39;3,4;0,014;560,996
10/05/2021;3,4;1,00013269;1.329.151.892.530,33;797;3,4;3,39;3,4;0,015;1.004,65
07/05/2021;3,4;1,00013269;1.332.151.786.798,12;850;3,4;3,39;3,4;0,017;1.338,99
06/05/2021;3,4;1,00013269;1.324.550.582.896,77;829;3,4;3,39;3,4;0,022;804,89
05/05/2021;2,65;1,00010379;1.225.835.316.229,19;829;2,65;2,64;2,65;0,014;607,739
04/05/2021;2,65;1,00010379;1.270.717.668.392,46;779;2,65;2,64;2,65;0,014;738,611
03/05/2021;2,65;1,00010379;1.247.474.418.709,85;828;2,65;2,64;2,65;0,014;537,566
30/04/2021;2,65;1,00010379;1.220.094.384.405,97;839;2,65;2,64;2,65;0,015;401,755
29/04/2021;2,65;1,00010379;1.262.907.616.268,57;806;2,65;2,64;2,65;0,015;451,341
28/04/2021;2,65;1,00010379;1.268.731.945.650,90;791;2,65;2,64;2,65;0,014;505,926
27/04/2021;2,65;1,00010379;1.278.852.082.233,99;783;2,65;2,64;2,65;0,014;610,107
26/04/2021;2,65;1,00010379;1.281.379.076.046,90;791;2,65;2,64;2,65;0,014;586,108
23/04/2021;2,65;1,00010379;1.267.622.857.482,31;789;2,65;2,64;2,65;0,015;449,546
22/04/2021;2,65;1,00010379;1.327.019.139.095,75;779;2,65;2,64;2,65;0,013;641,352
20/04/2021;2,65;1,00010379;1.358.174.367.197,36;757;2,65;2,64;2,65;0,013;613,142
19/04/2021;2,65;1,00010379;1.371.648.583.107,16;764;2,65;2,64;2,65;0,014;480,965
16/04/2021;2,65;1,00010379;1.388.673.721.052,14;789;2,65;2,64;2,65;0,015;455,246
15/04/2021;2,65;1,00010379;1.428.204.313.735,76;769;2,65;2,64;2,65;0,014;529,674
14/04/2021;2,65;1,00010379;1.428.987.044.461,47;786;2,65;2,64;2,65;0,013;586,064
13/04/2021;2,65;1,00010379;1.455.535.979.366,06;789;2,65;2,64;2,65;0,013;602,689
12/04/2021;2,65;1,00010379;1.449.016.140.173,30;704;2,65;2,64;2,65;0,014;464,23
09/04/2021;2,65;1,00010379;1.422.702.806.368,29;782;2,65;2,64;2,65;0,015;411,873
08/04/2021;2,65;1,00010379;1.468.780.782.465,71;749;2,65;2,64;2,65;0,013;606,733
07/04/2021;2,65;1,00010379;1.445.859.744.518,52;765;2,65;2,64;2,65;0,014;526,421
06/04/2021;2,65;1,00010379;1.455.431.783.482,62;758;2,65;2,64;2,65;0,013;612,85
05/04/2021;2,65;1,00010379;1.465.512.201.822,30;787;2,65;2,64;2,65;0,015;370,148
01/04/2021;2,65;1,00010379;1.443.637.081.096,87;954;2,65;2,64;2,65;0,018;249,402
31/03/2021;2,65;1,00010379;1.104.367.558.207,62;865;2,65;2,64;2,65;0,017;328,21
30/03/2021;2,65;1,00010379;1.124.102.602.670,74;763;2,65;2,64;2,65;0,015;484,294
29/03/2021;2,65;1,00010379;1.129.125.591.529,52;783;2,65;2,64;2,65;0,015;450,877
26/03/2021;2,65;1,00010379;1.139.303.985.228,18;784;2,65;2,64;2,65;0,015;587,703
25/03/2021;2,65;1,00010379;1.188.655.523.816,08;784;2,65;2,64;2,65;0,014;650,443
24/03/2021;2,65;1,00010379;1.168.843.803.629,94;845;2,65;2,64;2,65;0,014;685,815
23/03/2021;2,65;1,00010379;1.187.243.468.865,55;807;2,65;2,64;2,65;0,014;713,3
22/03/2021;2,65;1,00010379;1.199.222.238.850,72;803;2,65;2,64;2,65;0,014;685,503
19/03/2021;2,65;1,00010379;1.227.137.934.419,14;834;2,65;2,64;2,65;0,014;673,807
18/03/2021;2,65;1,00010379;1.286.439.449.510,25;788;2,65;2,64;2,65;0,016;538,076
17/03/2021;1,9;1,00007469;1.248.601.356.674,80;839;1,9;1,89;1,9;0,014;745,202
16/03/2021;1,9;1,00007469;1.249.863.809.836,79;812;1,9;1,89;1,9;0,015;574,089
15/03/2021;1,9;1,00007469;1.248.624.356.103,42;805;1,9;1,89;1,9;0,014;661,587
12/03/2021;1,9;1,00007469;1.246.920.631.640,26;841;1,9;1,89;1,9;0,015;508,325
11/03/2021;1,9;1,00007469;1.306.376.429.696,68;785;1,9;1,89;1,9;0,014;544,081
10/03/2021;1,9;1,00007469;1.333.952.257.431,61;814;1,9;1,89;1,9;0,015;512,081
09/03/2021;1,9;1,00007469;1.323.565.926.047,75;795;1,9;1,89;1,9;0,013;711,123
08/03/2021;1,9;1,00007469;1.293.542.137.509,36;775;1,9;1,89;1,9;0,014;523,431
05/03/2021;1,9;1,00007469;1.312.741.833.721,14;816;1,9;1,89;1,9;0,014;540,963
04/03/2021;1,9;1,00007469;1.372.114.008.771,92;815;1,9;1,89;1,9;0,013;625,58
03/03/2021;1,9;1,00007469;1.380.398.518.536,98;846;1,9;1,89;1,9;0,013;565,251
02/03/2021;1,9;1,00007469;1.370.290.186.978,59;806;1,9;1,89;1,9;0,016;355,368
01/03/2021;1,9;1,00007469;1.331.753.474.415,04;807;1,9;1,89;1,9;0,018;283,139
26/02/2021;1,9;1,00007469;1.166.954.546.571,34;768;1,9;1,89;1,9;0,014;596,914
25/02/2021;1,9;1,00007469;1.180.478.836.218,87;787;1,9;1,89;1,9;0,014;663,921
24/02/2021;1,9;1,00007469;1.198.366.749.026,10;779;1,9;1,89;1,9;0,014;668,561
23/02/2021;1,9;1,00007469;1.215.138.760.600,87;782;1,9;1,89;1,9;0,016;435,982
22/02/2021;1,9;1,00007469;1.221.946.389.914,89;805;1,9;1,89;1,9;0,014;635,178
19/02/2021;1,9;1,00007469;1.249.844.324.534,84;809;1,9;1,89;1,9;0,015;508,825
18/02/2021;1,9;1,00007469;1.275.474.966.704,58;778;1,9;1,89;1,9;0,014;563,199
17/02/2021;1,9;1,00007469;1.251.533.214.846,73;772;1,9;1,89;1,9;0,015;484,343
12/02/2021;1,9;1,00007469;1.225.057.145.594,47;822;1,9;1,89;1,9;0,013;738,639
11/02/2021;1,9;1,00007469;1.265.951.347.664,87;767;1,9;1,89;1,9;0,014;602,233
10/02/2021;1,9;1,00007469;1.253.154.022.778,28;757;1,9;1,89;1,9;0,013;803,574
09/02/2021;1,9;1,00007469;1.228.537.704.768,87;811;1,9;1,89;1,9;0,014;600,862
08/02/2021;1,9;1,00007469;1.208.217.070.954,16;790;1,9;1,89;1,9;0,013;790,442
05/02/2021;1,9;1,00007469;1.202.535.357.747,97;770;1,9;1,89;1,9;0,014;756,942
04/02/2021;1,9;1,00007469;1.235.611.996.726,59;784;1,9;1,89;1,9;0,014;624,581
03/02/2021;1,9;1,00007469;1.217.063.037.512,90;769;1,9;1,89;1,9;0,014;784,159
02/02/2021;1,9;1,00007469;1.229.658.552.209,53;752;1,9;1,89;1,9;0,013;779,525
01/02/2021;1,9;1,00007469;1.216.279.914.274,18;805;1,9;1,89;1,9;0,014;693,283
29/01/2021;1,9;1,00007469;1.213.724.440.562,57;776;1,9;1,89;1,9;0,014;661,381
28/01/2021;1,9;1,00007469;1.250.091.608.700,50;791;1,9;1,89;1,9;0,014;640,439
27/01/2021;1,9;1,00007469;1.241.258.544.162,13;782;1,9;1,89;1,9;0,014;605,7
26/01/2021;1,9;1,00007469;1.261.185.922.387,19;800;1,9;1,89;1,9;0,014;673,855
25/01/2021;1,9;1,00007469;1.233.036.745.190,92;682;1,9;1,89;1,9;0,01;1.163,90
22/01/2021;1,9;1,00007469;1.218.055.996.293,99;670;1,9;1,89;1,9;0,012;793,319
21/01/2021;1,9;1,00007469;1.313.940.661.269,93;916;1,9;1,89;1,9;0,014;716,242
20/01/2021;1,9;1,00007469;1.279.008.432.801,93;723;1,9;1,89;1,9;0,014;434,679
19/01/2021;1,9;1,00007469;1.296.977.427.839,61;751;1,9;1,89;1,9;0,015;525,43
18/01/2021;1,9;1,00007469;1.280.969.975.316,52;619;1,9;1,89;1,9;0,015;484,603
15/01/2021;1,9;1,00007469;1.276.921.162.415,03;748;1,9;1,89;1,9;0,016;1.097,89
14/01/2021;1,9;1,00007469;1.323.293.337.627,29;726;1,9;1,89;1,9;0,014;541,447
13/01/2021;1,9;1,00007469;1.327.338.061.350,77;728;1,9;1,89;1,9;0,015;551,236
12/01/2021;1,9;1,00007469;1.353.168.874.354,98;771;1,9;1,89;1,9;0,014;648,45
11/01/2021;1,9;1,00007469;1.344.514.598.990,97;778;1,9;1,89;1,9;0,013;588,847
08/01/2021;1,9;1,00007469;1.346.922.929.496,97;745;1,9;1,89;1,9;0,013;641,713
